subject,output,chosen,condition,subject_race,subject_age,subject_gender,character_race,character_age,character_gender,subj_college,self_ability,awareness,shared_features
37,8,0,Casual,White,18-24,Man,White,25-31,Man,yes,7,no,2
37,9,0,Casual,White,18-24,Man,South Asian,25-31,Man,yes,7,no,1
38,1,1,Casual,White,18-24,Man,South Asian,45+,Woman,yes,7,no,0
38,2,1,Casual,White,18-24,Man,East/Southeast Asian,25-31,Man,yes,7,no,1
38,3,1,Casual,White,18-24,Man,White,18-24,Woman,yes,7,no,2
38,4,1,Casual,White,18-24,Man,South Asian,32-38,Man,yes,7,no,1
38,5,0,Casual,White,18-24,Man,Latino,25-31,Man,yes,7,no,1
38,6,0,Casual,White,18-24,Man,White,25-31,Man,yes,7,no,2
38,7,0,Casual,White,18-24,Man,South Asian,32-38,Woman,yes,7,no,0
38,8,0,Casual,White,18-24,Man,White,32-38,Man,yes,7,no,2
38,9,0,Casual,White,18-24,Man,South Asian,25-31,Woman,yes,7,no,0
39,1,1,Competitive,South Asian,32-38,Woman,South Asian,25-31,Man,yes,8,yes,1
39,2,1,Competitive,South Asian,32-38,Woman,South Asian,39-45,Woman,yes,8,yes,2
39,3,1,Competitive,South Asian,32-38,Woman,Black,18-24,Woman,yes,8,yes,1
39,4,1,Competitive,South Asian,32-38,Woman,South Asian,18-24,Man,yes,8,yes,1
39,5,0,Competitive,South Asian,32-38,Woman,Black,39-45,Man,yes,8,yes,0
39,6,0,Competitive,South Asian,32-38,Woman,South Asian,32-38,Man,yes,8,yes,2
39,7,0,Competitive,South Asian,32-38,Woman,South Asian,18-24,Woman,yes,8,yes,2
39,8,0,Competitive,South Asian,32-38,Woman,South Asian,39-45,Man,yes,8,yes,1
39,9,0,Competitive,South Asian,32-38,Woman,Black,45+,Woman,yes,8,yes,1
40,1,1,Competitive,White,32-38,Man,Latino,39-45,Woman,yes,9,yes,0
40,2,1,Competitive,White,32-38,Man,South Asian,18-24,Woman,yes,9,yes,0
40,3,1,Competitive,White,32-38,Man,Latino,32-38,Woman,yes,9,yes,1
40,4,1,Competitive,White,32-38,Man,South Asian,25-31,Man,yes,9,yes,1
40,5,0,Competitive,White,32-38,Man,Black,18-24,Man,yes,9,yes,1
40,6,0,Competitive,White,32-38,Man,Black,32-38,Man,yes,9,yes,2
40,7,0,Competitive,White,32-38,Man,South Asian,39-45,Woman,yes,9,yes,0
40,8,0,Competitive,White,32-38,Man,Black,25-31,Woman,yes,9,yes,0
40,9,0,Competitive,White,32-38,Man,East/Southeast Asian,32-38,Man,yes,9,yes,2
41,1,1,Casual,White,39-45,Man,Latino,25-31,Woman,no,8,yes,0
41,2,1,Casual,White,39-45,Man,Latino,18-24,Man,no,8,yes,1
41,3,1,Casual,White,39-45,Man,South Asian,39-45,Woman,no,8,yes,1
41,4,1,Casual,White,39-45,Man,White,32-38,Man,no,8,yes,2
41,5,0,Casual,White,39-45,Man,White,39-45,Woman,no,8,yes,2
41,6,0,Casual,White,39-45,Man,Black,18-24,Woman,no,8,yes,0
41,7,0,Casual,White,39-45,Man,Latino,39-45,Man,no,8,yes,2
41,8,0,Casual,White,39-45,Man,White,39-45,Man,no,8,yes,3
41,9,0,Casual,White,39-45,Man,South Asian,32-38,Man,no,8,yes,1
42,1,1,Competitive,White,32-38,Woman,East/Southeast Asian,32-38,Woman,yes,9,yes,2
42,2,1,Competitive,White,32-38,Woman,White,18-24,Woman,yes,9,yes,2
42,3,1,Competitive,White,32-38,Woman,Latino,39-45,Man,yes,9,yes,0
42,4,1,Competitive,White,32-38,Woman,Latino,25-31,Man,yes,9,yes,0
42,5,0,Competitive,White,32-38,Woman,East/Southeast Asian,18-24,Woman,yes,9,yes,1
42,6,0,Competitive,White,32-38,Woman,East/Southeast Asian,25-31,Man,yes,9,yes,0
42,7,0,Competitive,White,32-38,Woman,Black,39-45,Man,yes,9,yes,0
42,8,0,Competitive,White,32-38,Woman,White,32-38,Woman,yes,9,yes,3
42,9,0,Competitive,White,32-38,Woman,Black,32-38,Man,yes,9,yes,1
43,1,1,Competitive,White,45+,Woman,White,39-45,Man,yes,9,yes,1
43,2,1,Competitive,White,45+,Woman,White,25-31,Man,yes,9,yes,1
43,3,1,Competitive,White,45+,Woman,Latino,18-24,Man,yes,9,yes,0
43,4,1,Competitive,White,45+,Woman,Black,45+,Woman,yes,9,yes,2
43,5,0,Competitive,White,45+,Woman,East/Southeast Asian,18-24,Woman,yes,9,yes,1
43,6,0,Competitive,White,45+,Woman,East/Southeast Asian,25-31,Woman,yes,9,yes,1
43,7,0,Competitive,White,45+,Woman,South Asian,32-38,Woman,yes,9,yes,1
43,8,0,Competitive,White,45+,Woman,South Asian,25-31,Woman,yes,9,yes,1
43,9,0,Competitive,White,45+,Woman,South Asian,32-38,Man,yes,9,yes,0
44,1,1,Competitive,White,25-31,Woman,Latino,32-38,Woman,yes,7,yes,1
44,2,1,Competitive,White,25-31,Woman,White,32-38,Man,yes,7,yes,1
44,3,1,Competitive,White,25-31,Woman,South Asian,32-38,Man,yes,7,yes,0
44,4,1,Competitive,White,25-31,Woman,South Asian,39-45,Woman,yes,7,yes,1
44,5,0,Competitive,White,25-31,Woman,Black,32-38,Man,yes,7,yes,0
44,6,0,Competitive,White,25-31,Woman,Latino,18-24,Woman,yes,7,yes,1
44,7,0,Competitive,White,25-31,Woman,Black,18-24,Man,yes,7,yes,0
44,8,0,Competitive,White,25-31,Woman,Latino,32-38,Man,yes,7,yes,0
44,9,0,Competitive,White,25-31,Woman,Black,25-31,Man,yes,7,yes,1
45,1,1,Casual,White,39-45,Man,South Asian,18-24,Man,yes,7,yes,1
45,2,1,Casual,White,39-45,Man,Latino,18-24,Woman,yes,7,yes,0
45,3,1,Casual,White,39-45,Man,Latino,32-38,Man,yes,7,yes,1
45,4,1,Casual,White,39-45,Man,Latino,39-45,Man,yes,7,yes,2
45,5,0,Casual,White,39-45,Man,East/Southeast Asian,32-38,Woman,yes,7,yes,0
45,6,0,Casual,White,39-45,Man,White,39-45,Woman,yes,7,yes,2
45,7,0,Casual,White,39-45,Man,Black,18-24,Woman,yes,7,yes,0
45,8,0,Casual,White,39-45,Man,Latino,45+,Woman,yes,7,yes,0
45,9,0,Casual,White,39-45,Man,East/Southeast Asian,18-24,Woman,yes,7,yes,0
46,1,1,Competitive,White,32-38,Woman,Latino,25-31,Man,yes,8,yes,0
46,2,1,Competitive,White,32-38,Woman,South Asian,18-24,Man,yes,8,yes,0
46,3,1,Competitive,White,32-38,Woman,South Asian,18-24,Woman,yes,8,yes,1
46,4,1,Competitive,White,32-38,Woman,Latino,32-38,Woman,yes,8,yes,2
46,5,0,Competitive,White,32-38,Woman,East/Southeast Asian,45+,Man,yes,8,yes,0
46,6,0,Competitive,White,32-38,Woman,East/Southeast Asian,25-31,Man,yes,8,yes,0
46,7,0,Competitive,White,32-38,Woman,South Asian,32-38,Man,yes,8,yes,1
46,8,0,Competitive,White,32-38,Woman,Latino,39-45,Woman,yes,8,yes,1
46,9,0,Competitive,White,32-38,Woman,Latino,18-24,Man,yes,8,yes,0
47,1,1,Competitive,South Asian,39-45,Woman,South Asian,18-24,Man,yes,7,no,1
47,2,1,Competitive,South Asian,39-45,Woman,White,39-45,Man,yes,7,no,1
47,3,1,Competitive,South Asian,39-45,Woman,White,18-24,Woman,yes,7,no,1
47,4,1,Competitive,South Asian,39-45,Woman,Black,32-38,Man,yes,7,no,0
47,5,0,Competitive,South Asian,39-45,Woman,East/Southeast Asian,32-38,Man,yes,7,no,0
47,6,0,Competitive,South Asian,39-45,Woman,White,39-45,Woman,yes,7,no,2
47,7,0,Competitive,South Asian,39-45,Woman,East/Southeast Asian,25-31,Man,yes,7,no,0
47,8,0,Competitive,South Asian,39-45,Woman,South Asian,32-38,Woman,yes,7,no,2
47,9,0,Competitive,South Asian,39-45,Woman,South Asian,25-31,Woman,yes,7,no,2
48,1,1,Competitive,White,32-38,Man,Black,32-38,Woman,yes,10,yes,1
48,2,1,Competitive,White,32-38,Man,Black,18-24,Woman,yes,10,yes,0
48,3,1,Competitive,White,32-38,Man,East/Southeast Asian,45+,Woman,yes,10,yes,0
48,4,1,Competitive,White,32-38,Man,White,39-45,Man,yes,10,yes,2
48,5,0,Competitive,White,32-38,Man,Black,25-31,Man,yes,10,yes,1
48,6,0,Competitive,White,32-38,Man,Black,18-24,Man,yes,10,yes,1
48,7,0,Competitive,White,32-38,Man,Latino,18-24,Woman,yes,10,yes,0
48,8,0,Competitive,White,32-38,Man,East/Southeast Asian,18-24,Woman,yes,10,yes,0
48,9,0,Competitive,White,32-38,Man,South Asian,18-24,Man,yes,10,yes,1
49,1,1,Competitive,White,25-31,Woman,South Asian,18-24,Woman,yes,8,yes,1
49,2,1,Competitive,White,25-31,Woman,Black,25-31,Man,yes,8,yes,1
49,3,1,Competitive,White,25-31,Woman,Latino,18-24,Woman,yes,8,yes,1
49,4,1,Competitive,White,25-31,Woman,East/Southeast Asian,25-31,Man,yes,8,yes,1
49,5,0,Competitive,White,25-31,Woman,South Asian,18-24,Man,yes,8,yes,0
49,6,0,Competitive,White,25-31,Woman,South Asian,45+,Man,yes,8,yes,0
49,7,0,Competitive,White,25-31,Woman,White,32-38,Woman,yes,8,yes,2
49,8,0,Competitive,White,25-31,Woman,East/Southeast Asian,39-45,Man,yes,8,yes,0
49,9,0,Competitive,White,25-31,Woman,Latino,18-24,Man,yes,8,yes,0
50,1,1,Casual,White,45+,Woman,East/Southeast Asian,18-24,Man,yes,8,no,0
50,2,1,Casual,White,45+,Woman,Latino,18-24,Man,yes,8,no,0
50,3,1,Casual,White,45+,Woman,Latino,25-31,Woman,yes,8,no,1
50,4,1,Casual,White,45+,Woman,East/Southeast Asian,25-31,Man,yes,8,no,0
50,5,0,Casual,White,45+,Woman,South Asian,32-38,Man,yes,8,no,0
50,6,0,Casual,White,45+,Woman,White,25-31,Woman,yes,8,no,2
50,7,0,Casual,White,45+,Woman,Latino,18-24,Woman,yes,8,no,1
50,8,0,Casual,White,45+,Woman,East/Southeast Asian,32-38,Woman,yes,8,no,1
50,9,0,Casual,White,45+,Woman,Latino,32-38,Man,yes,8,no,0
51,1,1,Competitive,White,32-38,Man,East/Southeast Asian,25-31,Woman,yes,7,yes,0
51,2,1,Competitive,White,32-38,Man,South Asian,18-24,Woman,yes,7,yes,0
51,3,1,Competitive,White,32-38,Man,East/Southeast Asian,32-38,Woman,yes,7,yes,1
51,4,1,Competitive,White,32-38,Man,Latino,25-31,Man,yes,7,yes,1
51,5,0,Competitive,White,32-38,Man,East/Southeast Asian,32-38,Man,yes,7,yes,2
51,6,0,Competitive,White,32-38,Man,White,18-24,Woman,yes,7,yes,1
51,7,0,Competitive,White,32-38,Man,South Asian,39-45,Man,yes,7,yes,1
51,8,0,Competitive,White,32-38,Man,East/Southeast Asian,39-45,Woman,yes,7,yes,0
51,9,0,Competitive,White,32-38,Man,Black,18-24,Woman,yes,7,yes,0
52,1,1,Competitive,White,32-38,Woman,Latino,25-31,Man,yes,9,no,0
52,2,1,Competitive,White,32-38,Woman,White,18-24,Woman,yes,9,no,2
52,3,1,Competitive,White,32-38,Woman,South Asian,25-31,Man,yes,9,no,0
52,4,1,Competitive,White,32-38,Woman,Black,18-24,Woman,yes,9,no,1
52,5,0,Competitive,White,32-38,Woman,Latino,32-38,Woman,yes,9,no,2
52,6,0,Competitive,White,32-38,Woman,White,25-31,Woman,yes,9,no,2
52,7,0,Competitive,White,32-38,Woman,Black,39-45,Woman,yes,9,no,1
52,8,0,Competitive,White,32-38,Woman,South Asian,39-45,Man,yes,9,no,0
52,9,0,Competitive,White,32-38,Woman,White,39-45,Man,yes,9,no,1
53,1,1,Casual,White,32-38,Man,Latino,18-24,Man,yes,10,yes,1
53,2,1,Casual,White,32-38,Man,Latino,25-31,Man,yes,10,yes,1
53,3,1,Casual,White,32-38,Man,Latino,25-31,Woman,yes,10,yes,0
53,4,1,Casual,White,32-38,Man,Latino,18-24,Woman,yes,10,yes,0
53,5,0,Casual,White,32-38,Man,White,18-24,Man,yes,10,yes,2
53,6,0,Casual,White,32-38,Man,Black,25-31,Woman,yes,10,yes,0
53,7,0,Casual,White,32-38,Man,East/Southeast Asian,18-24,Woman,yes,10,yes,0
53,8,0,Casual,White,32-38,Man,White,39-45,Man,yes,10,yes,2
53,9,0,Casual,White,32-38,Man,Latino,39-45,Woman,yes,10,yes,0
54,1,1,Casual,White,32-38,Man,Latino,32-38,Woman,yes,10,no,1
54,2,1,Casual,White,32-38,Man,Black,25-31,Woman,yes,10,no,0
54,3,1,Casual,White,32-38,Man,South Asian,18-24,Woman,yes,10,no,0
54,4,1,Casual,White,32-38,Man,Black,18-24,Man,yes,10,no,1
54,5,0,Casual,White,32-38,Man,Black,39-45,Man,yes,10,no,1
54,6,0,Casual,White,32-38,Man,South Asian,32-38,Woman,yes,10,no,1
54,7,0,Casual,White,32-38,Man,East/Southeast Asian,18-24,Woman,yes,10,no,0
54,8,0,Casual,White,32-38,Man,White,39-45,Man,yes,10,no,2
54,9,0,Casual,White,32-38,Man,East/Southeast Asian,18-24,Man,yes,10,no,1
55,1,1,Casual,White,39-45,Woman,Black,32-38,Man,yes,9,yes,0
55,2,1,Casual,White,39-45,Woman,East/Southeast Asian,25-31,Man,yes,9,yes,0
55,3,1,Casual,White,39-45,Woman,East/Southeast Asian,39-45,Woman,yes,9,yes,2
55,4,1,Casual,White,39-45,Woman,Black,45+,Woman,yes,9,yes,1
55,5,0,Casual,White,39-45,Woman,White,39-45,Man,yes,9,yes,2
55,6,0,Casual,White,39-45,Woman,Latino,39-45,Woman,yes,9,yes,2
55,7,0,Casual,White,39-45,Woman,Latino,32-38,Woman,yes,9,yes,1
55,8,0,Casual,White,39-45,Woman,East/Southeast Asian,18-24,Man,yes,9,yes,0
55,9,0,Casual,White,39-45,Woman,Black,32-38,Man,yes,9,yes,0
56,1,1,Competitive,White,32-38,Man,Latino,18-24,Woman,yes,10,yes,0
56,2,1,Competitive,White,32-38,Man,White,25-31,Woman,yes,10,yes,1
56,3,1,Competitive,White,32-38,Man,White,39-45,Man,yes,10,yes,2
56,4,1,Competitive,White,32-38,Man,East/Southeast Asian,45+,Woman,yes,10,yes,0
56,5,0,Competitive,White,32-38,Man,East/Southeast Asian,18-24,Man,yes,10,yes,1
56,6,0,Competitive,White,32-38,Man,South Asian,25-31,Woman,yes,10,yes,0
56,7,0,Competitive,White,32-38,Man,Black,18-24,Woman,yes,10,yes,0
56,8,0,Competitive,White,32-38,Man,South Asian,32-38,Man,yes,10,yes,2
56,9,0,Competitive,White,32-38,Man,Latino,32-38,Woman,yes,10,yes,1
57,1,1,Casual,White,32-38,Woman,Latino,32-38,Woman,yes,8,yes,2
57,2,1,Casual,White,32-38,Woman,Latino,25-31,Man,yes,8,yes,0
57,3,1,Casual,White,32-38,Woman,East/Southeast Asian,25-31,Man,yes,8,yes,0
57,4,1,Casual,White,32-38,Woman,South Asian,32-38,Woman,yes,8,yes,2
57,5,0,Casual,White,32-38,Woman,White,32-38,Man,yes,8,yes,2
57,6,0,Casual,White,32-38,Woman,South Asian,18-24,Woman,yes,8,yes,1
57,7,0,Casual,White,32-38,Woman,Latino,18-24,Woman,yes,8,yes,1
57,8,0,Casual,White,32-38,Woman,South Asian,25-31,Man,yes,8,yes,0
57,9,0,Casual,White,32-38,Woman,East/Southeast Asian,39-45,Woman,yes,8,yes,1
58,1,1,Competitive,White,32-38,Man,South Asian,45+,Woman,yes,10,yes,0
58,2,1,Competitive,White,32-38,Man,Black,18-24,Man,yes,10,yes,1
58,3,1,Competitive,White,32-38,Man,East/Southeast Asian,32-38,Man,yes,10,yes,2
58,4,1,Competitive,White,32-38,Man,White,32-38,Man,yes,10,yes,3
58,5,0,Competitive,White,32-38,Man,South Asian,18-24,Woman,yes,10,yes,0
58,6,0,Competitive,White,32-38,Man,South Asian,25-31,Man,yes,10,yes,1
58,7,0,Competitive,White,32-38,Man,East/Southeast Asian,32-38,Woman,yes,10,yes,1
58,8,0,Competitive,White,32-38,Man,Black,18-24,Woman,yes,10,yes,0
58,9,0,Competitive,White,32-38,Man,Latino,39-45,Man,yes,10,yes,1
59,1,1,Competitive,White,32-38,Man,Latino,32-38,Man,yes,10,yes,2
59,2,1,Competitive,White,32-38,Man,South Asian,18-24,Woman,yes,10,yes,0
59,3,1,Competitive,White,32-38,Man,White,18-24,Woman,yes,10,yes,1
59,4,1,Competitive,White,32-38,Man,South Asian,25-31,Woman,yes,10,yes,0
59,5,0,Competitive,White,32-38,Man,East/Southeast Asian,18-24,Man,yes,10,yes,1
59,6,0,Competitive,White,32-38,Man,Latino,18-24,Woman,yes,10,yes,0
59,7,0,Competitive,White,32-38,Man,East/Southeast Asian,45+,Man,yes,10,yes,1
59,8,0,Competitive,White,32-38,Man,Black,39-45,Man,yes,10,yes,1
59,9,0,Competitive,White,32-38,Man,Black,25-31,Woman,yes,10,yes,0
60,1,1,Casual,White,32-38,Man,East/Southeast Asian,39-45,Woman,yes,10,yes,0
60,2,1,Casual,White,32-38,Man,Latino,18-24,Woman,yes,10,yes,0
60,3,1,Casual,White,32-38,Man,Black,32-38,Man,yes,10,yes,2
60,4,1,Casual,White,32-38,Man,White,25-31,Woman,yes,10,yes,1
60,5,0,Casual,White,32-38,Man,South Asian,18-24,Man,yes,10,yes,1
60,6,0,Casual,White,32-38,Man,Latino,39-45,Man,yes,10,yes,1
60,7,0,Casual,White,32-38,Man,South Asian,25-31,Woman,yes,10,yes,0
60,8,0,Casual,White,32-38,Man,East/Southeast Asian,32-38,Woman,yes,10,yes,1
60,9,0,Casual,White,32-38,Man,South Asian,18-24,Woman,yes,10,yes,0
61,1,1,Casual,White,39-45,Woman,South Asian,25-31,Man,yes,10,yes,0
61,2,1,Casual,White,39-45,Woman,White,32-38,Man,yes,10,yes,1
61,3,1,Casual,White,39-45,Woman,White,25-31,Man,yes,10,yes,1
61,4,1,Casual,White,39-45,Woman,East/Southeast Asian,32-38,Woman,yes,10,yes,1
61,5,0,Casual,White,39-45,Woman,East/Southeast Asian,39-45,Man,yes,10,yes,1
61,6,0,Casual,White,39-45,Woman,South Asian,32-38,Man,yes,10,yes,0
61,7,0,Casual,White,39-45,Woman,Black,18-24,Man,yes,10,yes,0
61,8,0,Casual,White,39-45,Woman,South Asian,32-38,Woman,yes,10,yes,1
61,9,0,Casual,White,39-45,Woman,South Asian,45+,Man,yes,10,yes,0
62,1,1,Competitive,White,45+,Woman,East/Southeast Asian,25-31,Man,yes,9,yes,0
62,2,1,Competitive,White,45+,Woman,Latino,39-45,Man,yes,9,yes,0
62,3,1,Competitive,White,45+,Woman,South Asian,18-24,Woman,yes,9,yes,1
62,4,1,Competitive,White,45+,Woman,East/Southeast Asian,45+,Man,yes,9,yes,1
62,5,0,Competitive,White,45+,Woman,White,32-38,Man,yes,9,yes,1
62,6,0,Competitive,White,45+,Woman,South Asian,32-38,Woman,yes,9,yes,1
62,7,0,Competitive,White,45+,Woman,Black,45+,Woman,yes,9,yes,2
62,8,0,Competitive,White,45+,Woman,Black,18-24,Man,yes,9,yes,0
62,9,0,Competitive,White,45+,Woman,White,32-38,Woman,yes,9,yes,2
63,1,1,Casual,White,32-38,Man,Black,45+,Man,yes,10,yes,1
63,2,1,Casual,White,32-38,Man,East/Southeast Asian,18-24,Woman,yes,10,yes,0
63,3,1,Casual,White,32-38,Man,Black,32-38,Woman,yes,10,yes,1
63,4,1,Casual,White,32-38,Man,Black,25-31,Woman,yes,10,yes,0
63,5,0,Casual,White,32-38,Man,Latino,39-45,Woman,yes,10,yes,0
63,6,0,Casual,White,32-38,Man,White,32-38,Woman,yes,10,yes,2
63,7,0,Casual,White,32-38,Man,East/Southeast Asian,39-45,Man,yes,10,yes,1
63,8,0,Casual,White,32-38,Man,South Asian,32-38,Man,yes,10,yes,2
63,9,0,Casual,White,32-38,Man,Latino,18-24,Woman,yes,10,yes,0
64,1,1,Competitive,South Asian,32-38,Man,Latino,18-24,Man,no,8,yes,1
64,2,1,Competitive,South Asian,32-38,Man,Latino,39-45,Man,no,8,yes,1
64,3,1,Competitive,South Asian,32-38,Man,Latino,25-31,Woman,no,8,yes,0
64,4,1,Competitive,South Asian,32-38,Man,East/Southeast Asian,25-31,Man,no,8,yes,1
64,5,0,Competitive,South Asian,32-38,Man,Black,18-24,Man,no,8,yes,1
64,6,0,Competitive,South Asian,32-38,Man,Black,32-38,Woman,no,8,yes,1
64,7,0,Competitive,South Asian,32-38,Man,Black,18-24,Woman,no,8,yes,0
64,8,0,Competitive,South Asian,32-38,Man,East/Southeast Asian,18-24,Woman,no,8,yes,0
64,9,0,Competitive,South Asian,32-38,Man,Black,25-31,Woman,no,8,yes,0
65,1,1,Casual,White,32-38,Woman,Black,18-24,Man,yes,8,no,0
65,2,1,Casual,White,32-38,Woman,South Asian,25-31,Woman,yes,8,no,1
65,3,1,Casual,White,32-38,Woman,White,25-31,Woman,yes,8,no,2
65,4,1,Casual,White,32-38,Woman,White,18-24,Woman,yes,8,no,2
65,5,0,Casual,White,32-38,Woman,South Asian,45+,Man,yes,8,no,0
65,6,0,Casual,White,32-38,Woman,East/Southeast Asian,32-38,Man,yes,8,no,1
65,7,0,Casual,White,32-38,Woman,Black,39-45,Woman,yes,8,no,1
65,8,0,Casual,White,32-38,Woman,South Asian,45+,Woman,yes,8,no,1
65,9,0,Casual,White,32-38,Woman,White,39-45,Man,yes,8,no,1
66,1,1,Casual,White,39-45,Woman,Latino,32-38,Man,yes,6,yes,0
66,2,1,Casual,White,39-45,Woman,South Asian,45+,Man,yes,6,yes,0
66,3,1,Casual,White,39-45,Woman,Latino,25-31,Man,yes,6,yes,0
66,4,1,Casual,White,39-45,Woman,South Asian,32-38,Woman,yes,6,yes,1
66,5,0,Casual,White,39-45,Woman,Black,39-45,Woman,yes,6,yes,2
66,6,0,Casual,White,39-45,Woman,Latino,45+,Man,yes,6,yes,0
66,7,0,Casual,White,39-45,Woman,White,32-38,Man,yes,6,yes,1
66,8,0,Casual,White,39-45,Woman,East/Southeast Asian,32-38,Woman,yes,6,yes,1
66,9,0,Casual,White,39-45,Woman,Latino,39-45,Woman,yes,6,yes,2
67,1,1,Casual,White,39-45,Man,White,18-24,Woman,yes,7,yes,1
67,2,1,Casual,White,39-45,Man,White,32-38,Man,yes,7,yes,2
67,3,1,Casual,White,39-45,Man,East/Southeast Asian,18-24,Man,yes,7,yes,1
67,4,1,Casual,White,39-45,Man,Latino,32-38,Man,yes,7,yes,1
67,5,0,Casual,White,39-45,Man,White,25-31,Man,yes,7,yes,2
67,6,0,Casual,White,39-45,Man,East/Southeast Asian,32-38,Man,yes,7,yes,1
67,7,0,Casual,White,39-45,Man,White,32-38,Woman,yes,7,yes,1
67,8,0,Casual,White,39-45,Man,South Asian,32-38,Woman,yes,7,yes,0
67,9,0,Casual,White,39-45,Man,Latino,25-31,Man,yes,7,yes,1
68,1,1,Competitive,White,39-45,Man,Latino,32-38,Woman,yes,8,yes,0
68,2,1,Competitive,White,39-45,Man,White,18-24,Woman,yes,8,yes,1
68,3,1,Competitive,White,39-45,Man,South Asian,18-24,Woman,yes,8,yes,0
68,4,1,Competitive,White,39-45,Man,Latino,39-45,Man,yes,8,yes,2
68,5,0,Competitive,White,39-45,Man,White,18-24,Man,yes,8,yes,2
68,6,0,Competitive,White,39-45,Man,Black,45+,Woman,yes,8,yes,0
68,7,0,Competitive,White,39-45,Man,White,32-38,Woman,yes,8,yes,1
68,8,0,Competitive,White,39-45,Man,White,18-24,Woman,yes,8,yes,1
68,9,0,Competitive,White,39-45,Man,Black,32-38,Man,yes,8,yes,1
69,1,1,Casual,White,39-45,Man,Latino,39-45,Woman,yes,3,yes,1
69,2,1,Casual,White,39-45,Man,White,25-31,Woman,yes,3,yes,1
69,3,1,Casual,White,39-45,Man,Latino,39-45,Man,yes,3,yes,2
69,4,1,Casual,White,39-45,Man,South Asian,45+,Man,yes,3,yes,1
69,5,0,Casual,White,39-45,Man,White,25-31,Man,yes,3,yes,2
69,6,0,Casual,White,39-45,Man,White,39-45,Man,yes,3,yes,3
69,7,0,Casual,White,39-45,Man,White,18-24,Woman,yes,3,yes,1
69,8,0,Casual,White,39-45,Man,South Asian,25-31,Woman,yes,3,yes,0
69,9,0,Casual,White,39-45,Man,Black,39-45,Man,yes,3,yes,2
